Symbol,Close,Open,High,Low,Volume,Value,Date,OpenInt
VNG,9000.0,9000.0,9000.0,8970.0,2600.0,0.0,2023-04-17,0.0
VNG,9050.0,9000.0,9090.0,8900.0,8100.0,0.0,2023-04-18,0.0
VNG,9100.0,9120.0,9140.0,9050.0,13300.0,0.0,2023-04-19,0.0
VNG,9130.0,9160.0,9190.0,9080.0,8700.0,0.0,2023-04-20,0.0
VNG,9100.0,9000.0,9100.0,9000.0,2800.0,0.0,2023-04-21,0.0
VNG,9140.0,9100.0,9220.0,8900.0,7300.0,0.0,2023-04-24,0.0
VNG,9070.0,9120.0,9120.0,8700.0,26100.0,0.0,2023-04-25,0.0
VNG,8800.0,8810.0,9000.0,8700.0,8700.0,0.0,2023-04-26,0.0
VNG,8900.0,9000.0,9000.0,8900.0,7000.0,0.0,2023-04-27,0.0
VNG,8820.0,8900.0,9070.0,8800.0,15000.0,0.0,2023-04-28,0.0
VNG,8820.0,8830.0,9090.0,8820.0,8700.0,0.0,2023-05-04,0.0
